member_id,occupation_id1
2926615,"14,40"
2996280,7
1539889,223
2999323,183
2842970,32
2964900,"35,292"
2868703,"151,96,343"
2711792,338
2749956,5
2813580,40
3002765,273
2767553,"382,331,12,291,296,3,342,40,294,286,35,343,290,330,289"
3002357,4
2946107,297
2521599,"35,13,15,12"
2960080,39
2995760,14
503620,"232,371,373"
2982651,182
2810022,14
2992260,4
2994883,323
2998615,207
2418294,49
2965045,"14,167,33,17,45,18,189,337,31,20,339,34,30,32,340"
3002081,15
3002766,19
2762216,"213,5,209,17,183"
2999473,273
2818316,"366,334,1,2,223,224,226,367,225,227,7"
2827055,239
2997690,8
517076,"367,224"
2978844,18
2378046,"182,183,179"
685274,"346,99,113"
2993998,238
2991451,14
943988,99
2995532,1
3001016,238
2616052,224
2989666,1
2995654,226
396055,"1,29,382,5"
2601482,"337,325,336,1,31,29,33,30,327,339,340,2"
2965749,14
2727998,14
2972871,"347,64,292,129,130,61,116,344,50,63,127"
1343756,
3001124,14
2997888,229
3001681,14
2384676,1
2993753,336
2831844,"2,40"
2879125,"197,1,2,3,323"
2984215,337
135246,"10,48,324,325,40"
2972462,"293,291,296,295,294"
2927494,18
2999356,17
2337390,9
2993842,324
2987545,1
2230238,"29,21,213,26,325,22"
2992981,198
3001295,23
2681354,"40,328,15"
2957661,"231,370,226,225"
3002626,227
610585,"222,342,296"
2999712,153
2286370,35
2998343,30
2990976,292
2982185,346
2999993,35
2998409,18
2949824,224
2999750,35
2989668,35
2430079,"330,310,1"
2062405,"335,301,12,13"
3002200,327
2971281,152
2999962,30
2990772,1
2808990,"375,326,169"
918824,"18,4,14,21,278"
1839812,"336,4,337,16,17,14,10,15"
2803283,"1,2"
794191,"142,35,14,96,15"
2994850,210
3000131,14
2523055,18
1670214,"343,13,289,4"
3000741,222
2992564,197
910965,5
2991505,289
559866,"173,172,170"
2999167,167
2993309,1
2602047,"170,14,174"
2736,"18,4,14"
2997386,382
2276611,"5,2,9,371,372"
2923516,"139,343,222,296,191"
2991386,226
2990775,217
2992031,382
2351082,64
2992090,14
737560,"14,331,13"
2994482,238
2994730,2
2999325,82
2962573,14
2913754,49
2933098,"343,382,286,289"
2935021,"264,268,258"
893136,"298,300,14,297"
1199444,"217,366"
2997805,238
2993511,227
2782357,338
1937881,"224,262,12,5"
2998916,20
2982692,40
3002692,152
2999782,17
2989774,14
2994377,40
1258804,"322,227,326,10"
1634543,99
2989336,"15,14,151"
3002525,278
2997350,"1,334,2"
2983495,283
1778268,"218,204"
2927457,21
2935010,"227,229,1,336,12,7,228,230,5"
2997003,296
2464989,372
3001842,9
2299766,"345,228,364,230"
3001953,17
2640740,342
1411916,"3,5"
807545,"40,12,2,1"
2933729,"326,325,263,378,20,1,329,335,46,328,5,2,262,334,324,21"
1260173,"374,187,1"
2998347,49
2997415,170
2677088,"331,372,329,378,330,374"
2998266,142
2992536,367
1193287,"4,14,18"
2990289,41
1886079,"290,296,291"
1899059,"214,217,218"
2856558,21
228207,"322,14,18,22,325,317,310,316,23,319"
1831437,7
3000677,139
1450066,382
2968100,"20,301,29,27,26,30,303,28"
2999093,48
2994336,268
2992639,238
2948751,342
3001353,1
2973535,"4,338,14,17,18,21,331"
2678717,"14,18"
2992680,14
444037,"46,223,226"
2683113,14
2997898,231
939777,"64,110,48,113,290,93,40,291,99,50"
675082,"209,14,207,213,268"
2996479,153
2510608,153
2993687,"14,17"
518499,"5,278"
2999020,"218,269,264,236"
2991308,362
2994923,14
2963423,14
2763382,"13,3,1,14,223,227,224,367,368,2"
2969637,227
3000958,14
2991749,153
2999558,325
2999898,3
2778484,"12,330,13"
2508675,"15,4,14,17,10"
2026337,99
2432545,226
2438069,368
2991630,14
2975544,227
2901681,266
2998496,290
2982346,50
3001541,50
964726,"229,148,14,227,226"
2995282,1
2545961,367
981710,"20,15,14,21"
2838492,152
2990744,189
1089694,"357,35"
2990347,1
2984623,14
2470950,"173,29,176,170,32,340,180,24,26,21,339,30,14,31,33"
2384832,"326,10,14,156"
2847787,"5,228,1,8,3,4,14,35,10,369,368,32,227,2,231"
2672739,48
2970748,"343,15,1,168,14"
2996827,282
2993953,152
2977303,214
2996486,238
2998205,"159,153,156,152"
2991551,338
3002462,343
2987222,"360,153"
2972032,241
2989730,382
2991814,"61,291,290,294,293,50,296,292,295"
2992867,14
2997377,3
2962405,374
2979814,14
2994223,15
2789042,"142,16,143,35"
2987571,2
2977011,14
2995423,146
2879921,"289,226,296"
3000257,35
2969236,160
2990646,14
2708639,14
2995977,"368,139"
2486177,14
2986778,14
3001888,"343,203,45"
2839891,40
2836772,40
2997626,27
2998788,1
2999348,224
2964033,275
2963044,"181,170"
2884184,14
2994093,17
2994092,324
145072,"326,213,182"
3000717,14
2615964,343
3001568,5
2997064,166
2456104,275
3002303,146
2996830,194
3001042,368
2999125,48
2363651,"146,15,29,30,1,20,16,4,24"
2886419,14
2993395,382
3001448,14
2883846,217
2975912,"21,17,19,18,24,4,336,20,14"
131365,"222,217,216"
2992602,225
2484191,"206,146,343,346"
1154103,"41,264"
2996949,226
2996831,170
2384193,"16,20,14,15,36,41,326,64,18"
2989796,5
2979923,"29,1,334"
2996792,362
2806986,"110,354,355,350,93,95,112,352,5"
2995599,99
2968594,29
2686593,142
2985592,"40,367,14,300,296,330,8,278"
168607,"270,230,266,271,367,224,371,373,227,229,265"
2650478,218
2993142,324
3001250,183
3000575,336
3000258,8
2643900,"30,29,26,27,1,4,5,3,17,28,8"
2979169,50
2414590,334
3002667,17
2994925,14
3001857,153
1533322,"191,226,330,3,228"
2998666,8
2714635,336
3002706,15
2990491,1
2995425,14
2997145,146
2559471,"226,225,14,229,337"
2999459,343
704119,"368,227,226,367"
2994096,14
2998355,234
2993389,1
2990938,14
2996569,35
2279204,"1,5,363"
2997361,48
3000602,339
2997499,"329,330,227,228,224,337,367,230,223"
2994097,"14,48,46"
2993388,289
2991774,227
2945782,14
2923994,325
579386,8
2878600,14
1701124,247
2989539,2
2995173,"15,369"
2820849,"226,290,291,369,225,368,366"
603979,226
1667367,"40,238,210"
2735369,"223,233,241,239,232,240,238,14,373,372,236,371,374,242"
2999425,25
2297430,"14,227,40,45"
2772956,"223,239,271"
3002676,50
2982740,"15,4,14"
1865705,"82,14,40,342,15"
2971484,"289,356"
2999306,226
1892168,"13,1,2,8,5,302,301,3,12,303"
2908221,"40,35"
3000544,266
2975955,4
2215696,"93,61,113,95,82,99,351,348,63,64,96,110,349"
1853333,"5,29,4,14,13,3,231,226,12,335,370"
2612035,"48,266,8,225,47,227"
2996773,199
1482974,"364,2"
2948699,14
2993289,14
2935111,"239,230,224"
3000487,35
2983551,2
3001944,328
1783582,"226,330,225,223,224,227,368,231,180,230,331,208,369,370,367"
2997245,1
2835833,295
2984596,14
3001244,"61,344,139"
2991280,362
2995426,365
2997938,21
2600793,381
2992963,5
2999525,18
2931323,224
1481482,"14,20"
2995515,14
2357637,4
1284199,"82,40"
2994954,198
2998240,268
2953584,156
2950154,14
2999686,152
2993928,40
2095941,18
2606321,"353,24,29,20"
2991759,152
2972006,"13,14,335,12"
2935373,214
1998349,"64,82,139,113,345,344,50,96,356"
2978207,"226,368,227,225"
2996171,336
2451909,"331,326,324,382,329,330,328"
3002049,327
2992951,303
2990768,152
3002721,166
2995351,175
654703,"333,154,153,162,161"
2983620,152
2786375,"216,219,217"
2976359,21
2996067,343
3001791,26
1171289,"82,99"
3000586,18
257704,"99,99,99,99,63"
1686868,17
2917144,14
2722897,367
2596913,1
3001789,24
571074,"222,206,5,239,343"
2993447,303
2900704,14
2788338,"367,229,278,283,300"
2990541,"13,8,2,1,9,334,12,5,11"
2985625,"339,41,40"
2979787,337
2995616,296
2976701,"335,21,262"
2900139,14
2986418,"225,368,226"
2912525,208
3002589,238
2895663,"230,228"
2475722,"14,5"
843369,"21,14,17"
2777932,10
2990329,20
2195734,"5,1"
2995123,241
2991013,159
2364480,40
2936678,367
2999684,329
2994277,343
2857570,18
2550968,226
2626212,14
2475723,"10,21,4,3,11,336,337,17,16,5,15,20,14,2,1"
2990135,222
2971762,"343,48"
2998892,300
2877270,"3,1"
2894677,"367,228,230"
2765737,"43,40"
2977578,49
706312,4
2997228,343
2968377,1
2929336,17
2267024,"64,40,41,61,42,344,50,63"
1918418,14
1533342,325
3000238,332
2996314,"20,14,21"
2998919,"226,231,368"
2990166,223
646781,156
2998073,339
2998477,193
2997281,"17,10,14"
2973989,30
3000650,343
2999927,42
2999926,47
3001049,35
2786149,"291,294"
308372,"367,374,372,331,223,248"
2999683,191
2891407,"339,4,14,24,21,329,20,215"
832209,"224,233"
2995530,382
2494661,219
3002140,39
3001348,48
3001349,152
2995649,3
2993371,14
2908711,14
2306443,"225,226,368"
2526949,319
2997166,335
2989879,40
2991118,17
2997089,26
2997029,14
2953432,"159,161,153,152,160,167,166,158,361,165,360,362"
1644307,289
2776408,343
2989805,191
2808830,18
2996642,221
3002558,110
2991687,40
677530,"5,41"
2203756,216
2999681,17
2928498,"367,329,269,14"
2964932,"226,225,229,368,227"
1898466,40
2999507,271
3001987,207
2245426,"224,371"
461495,"343,46,27,17,49,382,47"
2995294,152
2996347,238
2891675,"21,22"
2993083,289
2993150,323
2914647,328
3000465,1
2211297,296
975163,4
2191922,222
68762,"227,221"
625377,291
2978302,173
2991047,382
1765980,2
2324802,"223,1"
2515765,"36,38,35,39"
2922573,286
2387504,"230,301,369,320,319,322,311,321"
2994580,382
2997121,40
962298,"20,340"
2788284,300
3000104,40
3000226,238
2982816,339
2991204,14
2933890,"17,34,15,303,14,339,29,30,16,41,48,32,49,40"
2577936,50
1591755,"367,367"
574977,"15,14,226"
2997562,14
2997928,337
2853021,291
3001505,289
2633765,139
2990111,3
1629927,17
2997293,"8,339,1"
1065552,1
2996947,382
2995958,183
366156,"116,48,47,5"
2997292,"99,170"
2984064,152
3001474,343
2522296,14
2906588,"14,18,17,4,10"
2992500,289
2998172,339
2996977,99
2991578,213
2873325,382
2229923,1
2965444,"3,368,223,226"
2999230,213
2199410,"225,226,227,336,370,337,231"
2999449,7
2993686,291
2990710,204
2715500,"299,300,297"
2860663,"225,227,226,368"
2990564,337
50594,"13,5,12,380,262"
2999155,337
2996919,14
2991577,362
2995198,"229,227"
2991382,"35,40"
2996516,14
3002546,8
2997830,291
2576238,199
2997598,339
2631476,18
2996275,"217,214,218"
2990444,2
2735627,5
3002788,14
2997152,14
437217,"10,14,361"
2464427,"13,15,32,381,335,12"
2992194,160
2997000,324
2994753,2
2997683,40
2826302,226
2668914,14
1987918,367
2996884,17
2989640,82
2990290,3
2197320,99
2485853,217
2514285,"45,369,21,370,343,48,231,14,229,230,40,228"
2992717,1
2995770,38
2991625,14
2392429,343
2995657,48
2999552,156
2488237,35
2994063,172
2007250,2
2998435,13
3002270,26
2991376,255
2972349,152
2338886,"13,17,35"
2848728,227
2992954,14
685683,"11,10,8,332"
2982790,21
2993419,5
2963221,17
3000138,99
2194059,"17,4,336,14"
2961805,40
1008596,"367,5"
2993043,14
1983683,14
2426267,338
2991141,2
2994527,262
945183,40
2995319,5
2695749,343
2993517,21
2966109,2
2558855,238
2996440,27
1729048,14
2458651,27
1536308,214
3001390,339
2997356,278
2694600,2
1601308,226
2996481,268
2990808,301
3001099,260
3001777,223
1969192,230
2977839,1
3000541,"36,35,37"
2993782,82
277724,"294,291"
2985805,82
2995835,14
3000778,"2,1,12"
2823058,139
2582800,14
1820094,366
660093,"37,296,39,35,29"
2968232,1
760761,"226,252,375,373"
701245,"362,241,343"
923518,"278,35"
2999555,14
2995598,1
3002488,214
2989496,329
3001072,139
2992953,17
2982044,331
2990645,14
2997960,29
1156808,"227,367"
3000392,238
2984290,17
2969867,14
2976973,241
2934897,"329,331,330,10,13,12"
2773204,223
2996157,20
333595,"10,40"
3001835,367
2993320,1
2690641,14
2996509,301
2395644,14
2344792,367
2995813,222
3002506,168
2999906,366
2995635,"14,278"
2962424,14
2992547,238
2955356,"23,47"
3002471,40
2226967,236
2959917,364
690093,"331,382,367,330,40"
3002537,"191,198,326"
2992615,278
2697042,367
1766852,139
2842489,14
2993431,326
3001276,"14,21,15"
2992191,146
2997975,"2,334,3"
1905250,5
2993624,170
2998910,241
1146567,"367,15,47,142"
2924382,"4,337,10,14,17,15,224,223,16,336,367"
2951681,225
2990253,17
170756,"151,300,35,296"
2984020,"17,331,342,40"
2792011,"338,33"
3001000,225
2999205,14
2719350,"8,5,156,154,1,9,359"
189003,"8,22,307,317"
2995174,1
2978512,339
2984712,"96,356"
2991553,224
3002400,341
2896130,14
331296,"46,328,225"
2255633,26
1586889,"1,227"
418694,"238,227,368,233,227"
2991250,218
1374424,226
2927570,"329,14,331"
2245414,"216,217"
2998963,170
2934758,2
434433,"341,5,37,8"
3000334,14
2996218,191
2991349,14
2976442,"14,15"
2999338,207
2831940,"14,18"
1809878,"338,2,20,330,303,1"
2990283,224
2998352,99
2998490,381
2249048,14
2999235,152
2969594,14
2995514,152
3000790,50
2992656,"21,14,18"
2990085,152
3000971,30
886354,48
2247669,217
1202562,"289,40,41"
1023316,"298,14,297"
2996657,15
2818930,17
2663176,35
2293880,50
2996606,266
2992693,289
2999644,17
2943536,317
25324,"294,290,291"
2145915,187
2998907,183
3001882,17
501845,"369,303,338,27,43"
2992187,14
2997883,40
1100362,343
2825513,"17,175,14"
2675181,152
2998995,4
2995311,"14,21"
180689,"1,5,36,21,226"
2416470,14
3002432,3
2992104,30
2997151,223
2375297,41
2987531,1
2993892,222
1131935,"12,40,36,13,41"
2848676,238
2201310,14
2890929,223
2989389,152
3002375,367
2858155,"320,311,312,315,313,322,321,314,316,319"
2992721,5
2995579,82
2960441,17
3001396,183
2982270,152
2894243,16
3001366,15
1660929,"21,19,18"
2991557,343
2989753,175
2974220,"221,216,225,224,226,367"
1592963,40
2914076,173
2106792,"290,292,29,30,293"
2751918,18
2991819,268
2110350,226
2995865,50
2990193,267
2993236,40
2237113,362
2904601,367
2921322,48
2998781,1
2999012,99
2988492,3
2946583,40
2921876,"346,99,113,112,110"
2994682,241
2993608,4
2981947,367
2998612,268
2970248,329
2953104,343
2994454,41
2992977,10
2159927,15
3002824,344
2321244,14
2982690,40
688031,"21,18"
2998137,14
2994382,238
2239849,343
2622504,"209,181,5"
2978965,265
2949492,"153,152,155,156,359"
2999130,231
2965486,"230,228"
2984036,"41,49,48,40,343"
2998473,"367,224,231"
2990922,227
2995037,14
2997198,30
2999423,343
2991332,21
3001154,7
2015790,"224,369,368,229,227,230,226,225"
2704548,"343,151"
2966626,"230,227,231,228,224,223,368,369,225,226,229,367,370"
2992320,"346,113"
2959580,226
2999422,190
2992709,324
2709241,"14,35,213,226,40,206,48,13,12,209,130"
2968077,3
2956544,82
2994083,17
2989341,24
2986528,29
139282,"35,14,328,325"
2996819,14
1809971,"222,368,226,227,223"
3000805,197
2984074,368
2996849,"329,40,48"
2928665,"229,367"
764502,18
2557380,5
2996646,1
2999566,"223,367,224"
2991072,278
2922660,"13,40,1"
2831727,1
2982659,367
342640,"186,187,185,188,184"
352073,278
1580783,"231,222,294"
2975039,326
3000503,1
2985997,1
2750158,"47,15,96,46,14"
2840017,"338,41,46,317,3,63"
2940483,"35,15,4,278,40,14,17,289"
2994816,362
1055550,338
2991985,14
2979085,239
2998608,14
2994972,"4,336"
2999253,187
2793302,"334,41,344"
1976954,286
1641509,1
671655,"18,17,19"
2742793,17
2981569,238
2975974,17
2999252,271
3000708,14
1096492,"5,1"
2996786,"355,99,112"
2998443,367
2932950,1
2865019,"26,329,330,331"
2605465,"17,4,14"
2746280,204
2689042,"156,331,14,382,266,264,359,329,330,155,267"
2301136,"41,3,40,35,36,42,44,13,39,38,12,1,37"
2907385,"369,367"
2999287,210
2726795,"343,331,296,46,382,342,40,330,47,329,367"
2995470,"225,226"
2984077,"152,1,2,170,153,158,172"
2442233,1
2992444,"50,61,63"
2886644,"203,39,47,48,202,200,35,199,46,341,42,41,37,38,201,49,342,36,44,40,43,45"
2996590,346
2992289,18
2818413,10
2995292,15
2997525,199
2844725,"278,14,368,227"
2995793,152
2987122,14
2995126,343
2976735,14
2994350,14
2996643,"14,4,337"
2992625,319
3002142,236
2972685,99
2997248,292
2990890,14
1804077,"156,167"
2925927,"224,228,367,369,230,227,229,368"
2194677,"227,368,206,337"
2509280,152
2266938,14
2992944,99
2996039,369
437838,"153,360,152,167"
2779268,"15,48,142"
77991,"40,48,46,345"
1764088,152
3000376,221
2992291,289
2494203,10
2925758,14
2988386,14
2993841,339
2993049,35
3001784,1
2960763,"46,41,42"
2983387,"14,17"
2991328,14
2995378,152
2535144,1
2594147,1
2998074,303
2925567,241
1943447,"226,368,230,223,225,221,326,323,222,322,382"
2147927,"296,343,151,299"
2982186,"227,231,370,368"
2955092,"17,14,10"
2994086,35
2997283,2
2998142,291
2253905,"226,366,224"
2995388,193
2488804,2
2978023,1
2994523,21
1427956,"228,227,229"
3001721,14
2996544,330
2062500,"286,330,21,13,335,324,325,328,326,331,12,381,329,20"
2990170,295
3001572,241
2808786,170
2099283,"229,209,227,14,211,327,331,368,382,329,328,330,332"
2977499,63
2948533,"368,227,337"
2999650,24
3001386,2
2782006,"222,225,368"
2990228,339
2361374,5
1871704,323
2995028,2
2311960,"47,49,48"
2787873,"8,225,226,5,368"
1863704,"153,159,158,316,152,311"
1187988,"321,319,217,366,318,323,322,320"
2760549,"326,153,329,308,309,318,310,152,301,323"
2991689,1
2991579,193
3001352,291
2426945,14
2910089,367
2852501,"367,342,40"
578126,"21,20,14,16,23"
2109520,30
2990141,234
2982284,14
2602983,40
2756334,"99,217"
2992301,40
2998587,32
2411407,30
2948950,247
927870,14
1958387,"225,226"
2981880,14
2970610,152
1393106,"1,5,2"
2207580,367
2966501,367
2993991,35
2988940,278
2795294,222
751785,"167,227,21"
2995663,17
2995927,2
1747463,223
2973465,"160,224,223,229,367"
2849382,"226,368,227,225"
3002493,3
2844035,372
2972811,"14,329"
2997897,368
3001861,1
2779998,338
2997035,"225,8,226"
2981685,"158,14,153,291,275,152,159,293,295,154,292"
2612349,"14,328,296"
3001314,289
2997762,24
2979243,21
2990498,1
2993823,367
2768655,159
1481358,"15,35,17,14,151"
3001894,290
2996240,289
2937279,13
3002029,367
2971676,"18,338,21,309,19,310"
2703038,5
3001954,226
1300401,"215,217"
3002298,1
2635286,17
2982986,"152,153"
2995889,341
346085,"32,33,8,27,7"
2929569,367
2995165,222
2993952,362
2973995,21
2720224,14
3002513,21
2988974,338
3001074,339
3000750,231
2569379,1
2911755,218
2821782,"151,142"
2992021,14
3000505,30
2984654,"296,139,346"
1350539,"343,14,296"
3002061,15
2834363,40
413087,"224,217,218"
2961701,"224,223,367,225,368,226,227"
2988362,14
3000079,189
2886241,218
2998591,8
2997963,"24,8,26"
2996441,175
2713918,"191,367"
2928930,218
2990349,151
2997858,328
2990408,46
2244678,"14,28,27,34,32"
3002094,"382,265,266"
2960331,14
2998556,152
2353001,"40,17,4,47,49,345,278,14"
2981942,226
2817921,"5,329,3,330"
2998401,218
2032306,"140,225,278,14,227,12,30,16,47,64,15,31,48"
2996687,174
3002397,40
2994310,336
2900014,"216,220,222,221,218,219,366"
2898410,5
2476738,14
554733,141
2874145,"332,167,156"
2446276,"144,143,145,142"
2992112,24
1820474,"18,14"
3000228,222
2912338,"204,206,367"
2997564,19
377734,"41,2,1,7,5"
2995555,343
2989535,156
2994251,14
2610240,20
2858923,325
2991547,197
2544882,2
2262402,"256,371,14,375,227,248"
2922300,226
2993335,"226,368"
516609,"96,265,296,290"
3001043,14
2993183,268
2918590,"364,323"
2978193,14
2883414,12
2988870,369
2977328,18
2999952,367
2997257,143
2606773,"14,1"
2995353,8
2938658,338
2768944,17
2963283,"230,369,229,228,224,223,367"
2991247,329
2993074,24
2999527,289
2997819,195
1209244,"224,265,239"
2991905,21
2337402,"246,243,247,249,242"
2983170,183
2426449,21
2994573,50
2995247,34
2997818,191
2967775,199
2993709,14
2998667,14
2990146,293
2992727,"2,335,5,226"
3000969,14
2999172,"334,1,2"
2991407,362
2995513,1
2986680,368
1602819,334
2998243,1
3000632,367
2998209,14
2999872,191
2898503,224
2663240,"35,47,40,15"
2906497,"271,14,373,266,375,371,268,256,10,265,240,243,270,15,239"
1181453,"167,366"
2951165,14
3001003,170
2976652,139
2985275,"278,17"
2232537,"369,226"
2798206,"365,214"
2991130,9
1837266,275
2997711,142
2995394,229
2956386,46
2994666,14
2992009,226
2977944,"298,297,300,299"
3001666,40
2501770,"217,343"
2902009,"230,227,229,368"
2929156,"15,14,297,337"
2345943,"21,14,10,20,16,4,15,17"
2606246,"227,225,368,226"
419768,"50,225,226,82,368"
674154,"99,50"
2995712,275
469509,"15,18,14,17,40"
3000008,268
2996540,14
3001496,184
1480959,"17,14,46,24,48,382"
2293432,"226,225"
2787545,"21,19,17,20,24,14,18,337"
2582653,48
2995730,372
2976668,"190,267,48,326,46"
2999161,191
3000684,339
1995304,"34,382,328,45,29,330,300,339,381,139,155,326,33,331,324"
2987885,"1,3,26,30,339,263,176,5,31,29,28"
3000738,238
2975466,"230,226,369,225,368"
2912154,20
2993873,14
2987760,8
2431646,226
2892846,"231,369"
3001756,18
2993695,222
2972642,"291,5,226,295,294,293,296"
3000382,"96,191,113"
3001622,5
2997231,268
2817289,343
2993906,319
2996006,227
3002690,339
2995036,1
2984106,"10,192,14,20"
2990980,330
2994081,159
462434,214
2989635,47
2975643,"30,170,172,152"
2992776,226
1051262,"13,8,29,12,339,43,26"
2998199,246
2971904,"291,198,175,191,296,213,209,289"
2997423,156
2887359,21
2918992,"167,360"
529033,"40,38,14,21,96"
3000410,184
2986149,175
2971622,224
2993506,14
2977827,14
3002689,18
2992261,2
2792848,"269,380,229,273,367,224,201"
2989067,372
3002521,14
2999998,213
2998256,9
2079310,"9,152,340,179,339,13,12,35,170,29,30,316,32,14,182"
2999250,14
2987162,239
2995001,1
2984919,"7,4,336"
2953673,14
2543120,1
976122,14
2994346,99
2839190,"344,50,99"
331619,"14,367,290"
2989492,24
2993930,14
2957998,48
2997957,197
2909580,30
2019587,40
3002797,296
2213068,"224,367"
2993086,14
2743099,14
881780,337
2992258,112
2993050,289
2999539,226
2871109,334
2994698,207
2990400,49
2680118,14
2990043,382
2896927,"187,329,191,199,339,341,24,331,38,382,34,96"
3001226,289
3001088,8
2994585,343
790256,"337,14,10,4"
2992475,291
2989456,197
2996820,195
2952465,4
2817863,345
2966279,228
2947285,142
2991605,14
2083524,289
2995765,204
2993207,"328,17,93,82,40,14,96"
2990957,342
2992567,2
2008440,"96,93,37,39,329,330,331,35,341,82,48,40"
2732196,24
2990335,289
2151801,32
2990334,35
2993993,14
3001082,1
2212777,18
2995067,273
3001487,224
2868108,226
2993876,50
2725427,46
2339671,"40,146,42,15,17,358,14"
2211146,"226,1,382,191"
3000264,296
2474415,"238,224,367"
1949892,"187,14,339,173"
2994687,24
2993149,301
392748,"45,99,227"
2211265,"368,297,14"
2989736,296
2071512,99
2469006,35
2278066,"93,96,64,63,95,344,61,82"
2995413,14
2483146,5
2997224,170
3001865,13
2997090,268
2991117,153
2997586,382
3001327,193
2292672,"2,5,3,301"
2998951,4
1948254,"41,40,5,1,8"
2994798,21
2531374,"34,168,32,4,17,342,48,143,343,361,14,144,146,339"
2698977,"5,4,330"
2651515,"259,35,357,297,345"
2997057,207
2998977,"26,7,27"
2989980,99
3000297,14
2997754,15
2993576,268
798431,"367,206"
2987910,367
2309055,27
558777,"324,346"
3002450,14
3002391,1
1576085,14
2889702,167
2615030,"369,230"
2993046,367
2674395,191
2990676,"1,7"
2967487,5
2993776,17
2520193,99
1444314,"24,14,339,30,33"
2998852,362
2992119,"224,226,225,368,370,227"
2816817,"377,372,219,226,225"
667737,"204,206"
1552295,"323,1,8,317,336,322,2,320,7,321,334,318,6"
3000049,40
2978838,152
2899020,20
2999122,19
3000578,8
1768336,382
2760450,217
2999784,1
3001573,4
2995769,82
2989794,17
2762995,"330,14,343"
2995062,207
2616526,14
2782699,42
2998317,142
2110343,337
2995661,268
2356003,"96,299,355,82,300,353,47,48,297,298,95,40,356,49"
2990885,226
1348500,"263,367,369"
413947,14
2990845,8
3001923,14
2863185,"367,227,224"
2851498,14
36435,224
2994785,221
2698708,1
2962631,13
2281855,"2,1,5,3,8,6,334"
2993922,3
1385041,"4,5,24"
2992751,227
2987811,17
1295290,366
2749081,14
2965554,226
954891,"381,224,167"
2255979,214
2847534,191
2990260,20
3001077,343
2992363,14
2599251,"1,8,334,13,5,12"
514900,"14,17,336,326,331"
2996161,139
2985149,14
3002058,15
2993481,343
2997531,17
2991104,1
1807181,"1,8,2"
2777757,342
2985835,14
2997965,167
3001102,15
2992048,199
2956378,"110,99,368,229,113,35,93,48,227,82,96,2,226,225"
2772779,"32,82,191,275,14,187"
2997560,153
2610515,152
2999548,173
2985923,227
2224233,"11,35,82,96,142"
2990611,20
3001781,152
2991139,226
2363547,5
2947796,"1,22,340,8,31,30,339,33,29,32,34"
1058286,"21,20,18,14"
2479794,335
2990230,323
1477519,50
2985286,"361,152"
2990231,198
2993208,289
2998071,368
2969475,289
2991444,49
2633513,204
2936621,"318,317,337,319,227,323"
2989608,40
2658937,"152,301,16,10,178,30,33,31"
2995193,207
2998380,40
2991087,14
2986691,2
2986630,46
3000811,153
2809993,"323,262,343,14,3"
2997962,381
2990781,289
2992162,4
2965017,159
2637172,"369,228,368,226,227,225"
2991305,15
2451159,382
224317,"50,40"
2973345,2
2865649,"278,14,82"
2989764,18
2996549,324
336602,14
2952911,14
2987156,183
2998350,14
2993392,341
2971253,233
2969669,"270,301,269,238,303,271,375,273,256,250"
2990224,14
2967902,15
2739299,17
2995833,198
2863535,8
1797197,"12,18,1,13,21,20,2,19,22"
801133,"61,346,139,127,110"
1759056,"191,173,184"
2973115,113
3000288,2
2984317,4
2990809,323
1717249,"227,5,217"
2589920,14
2996881,20
1155757,"367,368"
189647,217
2707652,"214,14,4,278"
2989534,291
2994967,152
1149594,20
2994280,139
2355382,"159,152,361,154,158,153"
2961457,290
2812574,14
438513,343
2851047,346
2992573,382
2985391,35
2998821,193
716595,"1,226,5,227,225,224"
1860103,"331,316,22,318"
2995979,339
2997038,339
2998649,18
2997216,"160,230,26,227,12,152"
2992298,289
2976375,50
1981909,223
585441,338
2130843,48
2607482,146
2991161,34
2993708,"17,14,337"
1562783,"20,12,335"
2987532,224
2766864,"1,12"
2997439,14
2990280,221
2999675,339
2736336,40
2977353,367
2990087,82
2997300,40
2995745,153
2991467,167
2949689,61
2939437,17
2994398,24
2973473,21
2995172,268
2994428,1
1547757,15
2987178,"17,278,4,15,330,10,20,24,329,14,12,13,16,331,21"
3002605,343
2995054,174
2966923,346
2959729,227
2953863,14
2810825,193
2990314,221
2988508,35
619681,"17,18,4,20,336,14"
2367313,"278,13,14,4,3,15"
2903331,30
2996049,1
2626110,"152,338"
940337,"18,20,21"
3001497,367
2496785,300
2261900,"2,28,1,37,3,5,26,8,30,4,17,35,36,27,29"
2979040,18
2997467,"221,160,361"
912501,"4,21,20,14,18"
2992612,14
2995851,7
3002191,20
2720657,"1,376"
2886667,1
2987317,35
2994928,1
3001604,204
425909,283
2989857,47
1551264,"1,8,3,359,329,41,372"
3000486,27
2996335,166
1892698,"225,248,243,373"
1867342,"339,329,12,334,39,26,330"
2990354,221
2632559,153
2990789,268
2999406,50
2996219,167
2997742,142
1929664,14
2994716,42
2997604,1
2992158,326
2771906,"3,329,152,167,153"
2527469,14
2012011,17
2996742,20
1064552,"40,8"
2995949,204
2989649,238
2990999,362
2990251,339
2998458,249
2767036,"227,29,225,367,34,368,370,1,8,226,231"
2968047,214
2991701,234
2992429,382
642446,"21,24,296"
2823811,336
2990698,338
2543377,46
2993674,289
2999310,"63,50,61"
